169,0xb675ffebd28407f64e83cba027deb5ecd9f82e30,"121,495.85296 Ether","$34,100,241.05 (@ $280.67/ETH)","$2,510.96"
170,0xf6f9748308939416b758ab3e656db7add9928f06,"121,251.848185601 Ether","$34,031,756.23 (@ $280.67/ETH)", $0.00
171,0x4d77a1144dc74f26838b69391a6d3b1e403d0990,"117,707.4386699 Ether","$33,036,946.81 (@ $280.67/ETH)","$5,988.17"
172,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,"115,807.803546137686445837 Ether","$32,503,776.22 (@ $280.67/ETH)","$3,217,596,950.83"
173,0x4ce6b9b77a2e3341c4f94c751cd5c3b2424eb4b2,"115,304.179533394 Ether","$32,362,424.07 (@ $280.67/ETH)"," $2,382.95"
174,0x3bc643a841915a267ee067b580bd802a66001c1d,"115,289.741815673190300506 Ether","$32,358,371.84 (@ $280.67/ETH)"," $2,678.29"
175,0x376c3e5547c68bc26240d8dcc6729fff665a4448,"114,939.000010007777777777 Ether","$32,259,929.13 (@ $280.67/ETH)","$4,365.00"
176,0x438cb3c3efe8ff20878726da06b7c26db1138f3e,"114,866.530390802287094225 Ether","$32,239,589.08 (@ $280.67/ETH)", $207.73
177,0x2125f3189cd5d650d6142b222f20083efc2d05f2,"112,419.328566788000000911 Ether","$31,552,732.95 (@ $280.67/ETH)","$2,323.33"
178,0x143afcf8bd56379cd1765e703705e925846554f1,"111,147.8917094 Ether","$31,195,878.77 (@ $280.67/ETH)",$0.00
179,0x47029dc4f3922706bf670d335c45550cff4f6a35,"108,361.636933652867619777 Ether","$30,413,860.64 (@ $280.67/ETH)","$15,137.79"
180,0xe8507b1532fc44e41b48efe45cf4abf92c5767c3,"107,866.001356236600000911 Ether","$30,274,750.60 (@ $280.67/ETH)","$13,473.38"
181,0x21346283a31a5ad10fa64377e77a8900ac12d469,"107,760.247940525696659045 Ether","$30,245,068.79 (@ $280.67/ETH)","$2,513.87"
182,0x51fd527c62e40bc1ef62f1269f7f13c994777ee2,"107,472.598327627228238722 Ether","$30,164,334.17 (@ $280.67/ETH)","$798,549.60"
183,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,"106,202.652176736521344012 Ether","$29,807,898.39 (@ $280.67/ETH)","$27,274,472.97"
184,0x11a05633e78aabf81cbc84d58e0f8d07fd25c992,"105,329.081128665589677437 Ether","$29,562,713.20 (@ $280.67/ETH)","$15,091.84"
185,0x167a9333bf582556f35bd4d16a7e80e191aa6476,"105,032.824520738126292337 Ether","$29,479,562.86 (@ $280.67/ETH)","$7,908,814.69"
